id,key,value,type 
1902922384,name,Bank Street Language Institute Mecidiyeköy,regular
1902922384,source,GPS,regular
1902922384,amenity,School,regular
1902922384,website,Www.Bankstreetmecidiyekoy.Com,regular
1902922384,street,Büyükdere Avenue,addr
1902922384,designation,English Language School,regular
1902922384,housename,Defne Apt,addr
1902922384,housenumber,10/6,addr
1905357655,city,Istanbul,is_in
1905357655,suburb,Şişli,is_in
1905357655,name,19 Mayıs,regular
1905357655,ar,اوندوكوز ماييز,name
1905357655,place,Neighbourhood,regular
1912249105,amenity,Telephone,regular
1912249105,operator,Türk Telecom,regular
1912249108,amenity,Atm,regular
1912249108,operator,Denizbank,regular
1912249109,amenity,Atm,regular
1912249109,operator,TEB,regular
1915077913,url,Http://Www.Koeri.Boun.Edu.Tr/Sismo/Mudim/Stakoor.Asp,regular
1915077913,code,ISK,regular
1915077913,name,Kandilli,regular
1915077913,note,Fixme: Yerini Doğrula,regular
1915077913,en,Earthquake Measuring Station,name
1915077913,man_made,Monitoring_Station,regular
1915077913,operator,UDİM,regular
1915077913,seismic,Yes,monitoring
1918327840,name,Kaşıkçı Pilav,regular
1918327840,amenity,Restaurant,regular
1918327840,created_by,Iloe 1.9,regular
1924198172,name,İŞ Kule 1,regular
1924198172,office,Financial,regular
1924198172,building,Yes,regular
1924198172,street,Büyükdere Avenue,addr
1924198172,postcode,34330,addr
1924207644,name,Aktif Pedal Bisiklet-Otim Şubesi,regular
1924207644,shop,Bicycle,regular
1924207644,website,Www.Aktifpedal.Com,regular
1924207644,street,Ayazma Dere Avenue,addr
1924207644,postcode,34349,addr
1924207644,housenumber,26,addr
1932330294,name,Microsoft Turkiye,regular
1932330294,street,Aydın Street,addr
1932330294,housenumber,7,addr
1964555485,name,Hacı Sabancı Anadolu Lisesi,regular
1964555485,amenity,School,regular
1964555485,alt_name,Hacı Sabancı Lisesi,regular
1964555485,int_name,Hacı Sabancı Anadolu Lisesi,regular
1964555485,old_name,Beylerbeyi Lisesi,regular
1964555485,street,Abdullahağa Avenue,addr
1964555485,housenumber,14,addr
1964582529,name,Beylerbeyi Sarayı,regular
1964582529,highway,Bus_Stop,regular
1964582529,operator,İETT,regular
1964582529,local_ref,Çayırbaşı,regular
1964584424,name,Beylerbeyi Sarayı,regular
1964584424,highway,Bus_Stop,regular
1964584424,operator,İETT,regular
1964584424,local_ref,Çayırbaşı,regular
1964586932,name,Beylerbeyi Mado,regular
1964586932,wifi,No,regular
1964586932,amenity,Cafe,regular
1964586932,cuisine,Ice_Cream,regular
1964586932,int_name,Mado,regular
1964721544,amenity,Atm,regular
1964721544,operator,Garanti ATM,regular
1964721546,name,Büyük Eczane,regular
1964721546,amenity,Pharmacy,regular
1964721551,name,Eczane Hülya,regular
1964721551,amenity,Pharmacy,regular
1964722074,name,Beylerbeyi Profiterol,regular
1964722074,amenity,Cafe,regular
1964722074,cuisine,Turkish,regular
1964731880,name,Dia,regular
1964731880,shop,Supermarket,regular
1964731888,name,PTT Beylerbeyi Şubesi,regular
1964731888,amenity,Post_Office,regular
1964731888,operator,PTT,regular
1970273239,name,Portal By Ilhan Koman,regular
1970273239,tourism,Artwork,regular
1970273246,name,Atatürk Heykeli,regular
1970273246,tourism,Artwork,regular
1971389029,barrier,Lift_Gate,regular
1971571635,source,PGS,regular
1990132903,name,Baltalimanı Hastanesi Taksi,regular
1990132903,amenity,Taxi,regular
1990132907,amenity,Taxi,regular
1990132909,amenity,Atm,regular
1990132919,amenity,Taxi,regular
1990132922,name,Carrefour Expres,regular
1990132922,shop,Supermarket,regular
1990132926,amenity,Taxi,regular
1990132936,name,Migros,regular
1990132936,shop,Supermarket,regular
1990132936,wheelchair,Limited,regular
1996854863,name,Mehmet Rıfat Yalman İÖO,regular
1996854863,amenity,School,regular
2004754501,name,Avantgarde Fitness & Spa,regular
2004754501,leisure,Sports_Centre,regular
2072915923,amenity,Cafe,regular
2072915927,name,Kuruçeşme Kahvesi,regular
2072915927,amenity,Cafe,regular
2072918433,name,Les Ottomans,regular
2072918433,tourism,Hotel,regular
2129678506,name,Serrac Hotel,regular
2129678506,tourism,Hotel,regular
2171927595,name,Seyrantepe,regular
2171927595,network,İstanbul Metrosu,regular
2171927595,railway,Station,regular
2171927595,station,Subway,regular
2171927596,name,Sanayi,regular
2171927596,network,İstanbul Metrosu,regular
2171927596,railway,Station,regular
2171927596,station,Subway,regular
2172277464,name,Alkan Hukuk Bürosu,regular
2172277464,building,Office,regular
2172277464,street,Kasap,addr
2172277464,housename,Alkan Hukuk Bürosu,addr
2172312388,amenity,Parking,regular
2193688113,name,Türkmen Cafe,regular
2193688113,amenity,Cafe,regular
2193688113,city,Istanbul,addr
2195548439,amenity,Post_Box,regular
2197490948,name,DEPO ARKASI,regular
2197490948,bench,No,regular
2197490948,covered,No,regular
2197490948,highway,Bus_Stop,regular
2197490948,network,41ST,regular
2197490948,shelter,Yes,regular
2197490948,operator,İETT,regular
2235983561,barrier,Toll_Booth,regular
2245028842,amenity,Telephone,regular
2245028847,amenity,Cafe,regular
2245028850,name,Garanti Bankasi,regular
2245028850,amenity,Bank,regular
2245028871,amenity,Kindergarten,regular
2245028875,amenity,Atm,regular
2245052339,amenity,Parking,regular
2245052353,amenity,Restaurant,regular
2245059052,shop,Kiosk,regular
2245059054,shop,Hairdresser,regular
2245059057,tourism,Viewpoint,regular
2246566959,email,Bilgi@Istanbulsapphire.Co,regular
2246566959,name,Istanbul Sapphire,regular
2246566959,ru,Обзорная Площадка,name
2246566959,phone,90212268 80 80,regular
2246566959,price,TRY 18,regular
2246566959,tourism,Viewpoint,regular
2246674749,name,Supperclub,regular
2246674749,source,+90 212 261 1988,regular
2246674749,amenity,Nightclub,regular
2246674749,website,Http://Www.Supperclub.Com/Html/Istanbul/,regular
2246674749,street,Muallim Naci Avenue,addr
2246674749,housenumber,65,addr
2246682577,name,Dedeman Roof Bar,regular
2246682577,source,+90 212 337 4500 ‎,regular
2246682577,amenity,Bar,regular
2246682577,website,Http://Www.Facebook.Com/Pages/Roof-Bar-Dedeman-Hotel-Istanbul/134930766602024,regular
2246682577,street,Yildiz Posta Avenue ,addr
2246682577,housename,Dedeman Hotel,addr
2246682577,housenumber,50,addr
2260090092,atm,Yes,regular
2260090092,name,Garanti Bankası,regular
2260090092,amenity,Bank,regular
2260090096,name,Çevre Hastanesi,regular
2260090096,highway,Bus_Stop,regular
2260090099,name,Çevre Hastanesi,regular
2260090099,amenity,Hospital,regular
2260090099,emergency,Yes,regular
2260090104,name,Aksoy Hastanesi,regular
2260090104,amenity,Hospital,regular
2261194405,name,Salon Cafe,regular
2261194405,amenity,Restaurant,regular
2261194405,cuisine,Turkish,regular
2261194413,atm,Yes,regular
2261194413,name,İş Bankası,regular
2261194413,amenity,Bank,regular
2261194414,name,Murat Muhallebicisi,regular
2261194414,amenity,Cafe,regular
2261194414,cuisine,Turkish,regular
2261194415,name,Starbucks,regular
2261194415,amenity,Cafe,regular
2261194415,cuisine,Coffee_Shop,regular
2261194419,name,Yücel Simit,regular
2261194419,amenity,Cafe,regular
2261194420,name,Melita Pastanesi,regular
2261194420,amenity,Cafe,regular
2261194420,cuisine,Sandwich,regular
2261194423,name,Kahve Dünyası,regular
2261194423,amenity,Cafe,regular
2261194423,cuisine,Coffee_Shop,regular
2261194425,name,Migros,regular
2261194425,shop,Supermarket,regular
2261194427,amenity,Atm,regular
2261196361,name,Ali Sami Yen,regular
2261196361,highway,Bus_Stop,regular
2261241217,name,Büyüklere Oyuncaklar,regular
2261241217,shop,Gift,regular
2261241218,shop,Convenience,regular
2261241219,name,Yeliz Meriç Kuaför,regular
2261241219,shop,Hairdresser,regular
2261241220,name,Akademi Lezzet,regular
2261241220,amenity,Restaurant,regular
2261241220,cuisine,International,regular
2261241221,amenity,Pharmacy,regular
2261241222,amenity,Restaurant,regular
2261241223,name,İmer Cafe,regular
2261241223,amenity,Restaurant,regular
2261241223,cuisine,Turkish,regular
2262228324,power,Tower,regular
2262379058,name,Oya Taksi,regular
2262379058,amenity,Taxi,regular
2264073232,highway,Turning_Circle,regular
2274989138,name,Şahin Copy Max,regular
2274989138,building,Yes,regular
2274989151,highway,Bus_Stop,regular
2274989159,name,Burgan Bank,regular
2274989159,amenity,Bank,regular
2274989172,name,Eksen Bilgisayar,regular
2274989172,building,Yes,regular
2274989180,name,Aras Kargo Açelya Şubesi,regular
2274989180,building,Yes,regular
2274989185,name,Retouch Güzellik Merkezi,regular
2274989185,building,Yes,regular
2275024585,name,Akbank,regular
2275024585,amenity,Bank,regular
2279958697,name,Yücel Simit,regular
2279958697,shop,Bakery,regular
2279958697,cuisine,Turkish,regular
2279958698,name,Dönerci,regular
2279958698,amenity,Fast_Food,regular
2279958698,cuisine,Turkish,regular
2279958699,amenity,Bank,regular
2280003590,highway,Traffic_Signals,regular
2280003591,name,Limma,regular
2280003591,amenity,Restaurant,regular
2285103639,name,Bim,regular
2285103639,shop,Supermarket,regular
2285103652,name,KİM Market,regular
2285103652,shop,Supermarket,regular
2285103671,name,Özer Ekmek Fırını,regular
2285103671,shop,Bakery,regular
2285103684,name,Şok,regular
2285103684,shop,Supermarket,regular
2311681023,name,Meşrutiyet Hamidiye Camii,regular
2311681023,amenity,Place_Of_Worship,regular
2311681023,building,Yes,regular
2311681023,religion,Muslim,regular
2311684920,name,Amerikan Hastanesi,regular
2311684920,amenity,Hospital,regular
2311684920,emergency,Yes,regular
2311684921,name,Nişantaşı Anadolu Lisesi,regular
2311684921,amenity,School,regular
2315608279,name,İndustrial Tasarım Ve Danışmanlık Ltd. Sti.,regular
2315608279,phone,+90 212 373 9409,regular
2315608279,website,Http://Www.Industrial.Com.Tr,regular
2315608279,city,Istanbul,addr
2315608279,wheelchair,Yes,regular
2315608279,street,"Abdi İpekçi Caddesi, Bostan Street",addr
2315608279,postcode,34367,addr
2315608279,housename,Louis Vuitton Orijin Binası,addr
2315608279,housenumber,15,addr
2316894492,name,Turuncu Dalış Merkezi,regular
2316894492,phone,+90 (212) 325 64 30,regular
2316894492,sport,Scuba_Diving,regular
2316894492,website,Http://Www.Turuncudalismerkezi.Com,regular
2316894492,city,İSTANBUL,addr
2316894492,street,Sultan Selim Avenue,addr
2316894492,postcode,34330,addr
2316894492,housename,4.Levent - Kağıthane,addr
2316894492,housenumber,No : 16 Kat :2,addr
2318459625,name,Kuruçeşme Mezarlığı,regular
2318459625,landuse,Cemetery,regular
2335299802,name,Café Franz Kafka,regular
2335299802,amenity,Cafe,regular
2335308907,name,Şok,regular
2335308907,shop,Supermarket,regular
2337483215,name,Trabzon Lüx Ve Odun Ekmek Firini,regular
2337483215,shop,Bakery,regular
2353952286,name,Ömür Eczanesi,regular
2353952286,phone,+90 (212) 278 71 69,regular
2353952286,amenity,Pharmacy,regular
2353952286,operator,Ecz. Evin Ömür TANSEL,regular
2353952286,city,Istanbul,addr
2353952286,street,Faruk Nafiz Çamlıbel Street,addr
2353952286,postcode,34330,addr
2353952286,housename,Meltem Apartmanı,addr
2353952286,housenumber,7,addr
2361256053,name,Üç Yol Durağı,regular
2361256053,highway,Bus_Stop,regular
2361256053,shelter,Yes,regular
2361256053,operator,İETT,regular
2361256318,name,Üç Yol Durağı,regular
2361256318,highway,Bus_Stop,regular
2361256318,shelter,Yes,regular
2361256318,operator,İETT,regular
2362619907,bus,Yes,regular
2362619907,highway,Bus_Stop,regular
2362619907,name,Burhaniye Neighborhood,regular
2362619907,public_transport,Platform,regular
2362619960,bus,Yes,regular
2362619960,highway,Bus_Stop,regular
2362619960,name,Boğaziçi Köprüsü,regular
2362619960,public_transport,Platform,regular
2362656430,bus,Yes,regular
2362656430,highway,Bus_Stop,regular
2362656430,name,Zincirlikuyu,regular
2362656430,public_transport,Platform,regular
2363270655,bus,Yes,regular
2363270655,highway,Bus_Stop,regular
2363270655,name,Mecidiyeköy,regular
2363270655,public_transport,Platform,regular
2363270655,wheelchair,Limited,regular
2366289965,name,Boran Apartmanı,regular
2366289965,building,Apartments,regular
2366289965,city,Istanbul,addr
2366289965,state,İST,addr
2366289965,wheelchair,No,regular
2366289965,street,Tören Street,addr
2366289965,country,TR,addr
2366782567,bus,Yes,regular
2366782567,public_transport,Stop_Position,regular
2378238756,name,Yenice,regular
2378238756,amenity,Restaurant,regular
2378238756,cuisine,Regional,regular
2383464314,name,Gökçe Büfe,regular
2383464314,note,Akbil,regular
2383464314,shop,Kiosk,regular
2383708227,name,Suna'Nın Yeri,regular
2383708227,note,Great Seafood Right At The Bosperus,regular
2383708227,phone,+90 0216 332 32 41,regular
2383708227,amenity,Restaurant,regular
2383708227,cuisine,Seafood,regular
2383708227,website,Http://Www.Sunaninyeri.Com/,regular
2383708227,city,Üsküdar -  İstanbul,addr
2383708227,street,Kandilli İskele Avenue,addr
2383708227,housenumber,17,addr
2387397782,source,PGS,regular
2391539466,name,Merkezi Derslik,regular
2391539466,building,Yes,regular
2393690049,power,Tower,regular
2393690049,source,Bing,regular
2393690061,power,Tower,regular
2393690061,source,Bing,regular
2393860578,power,Tower,regular
2393860578,source,Bing,regular
2396386958,highway,Footway,regular
2397000767,highway,Crossing,regular
2397399427,amenity,Bench,regular
2397399431,amenity,Bench,regular
2397399433,amenity,Bench,regular
2397399436,amenity,Bench,regular
2397399438,amenity,Bench,regular
2397399441,amenity,Bench,regular
2397399443,amenity,Bench,regular
2397399446,amenity,Bench,regular
2397399448,amenity,Bench,regular
2397399451,amenity,Bench,regular
2397399453,amenity,Bench,regular
2397399456,amenity,Bench,regular
2397399458,amenity,Bench,regular
2397399461,amenity,Bench,regular
2397399463,amenity,Bench,regular
2397399465,amenity,Bench,regular
2397399466,amenity,Bench,regular
2397399467,amenity,Bench,regular
2397399468,amenity,Bench,regular
2397399469,amenity,Bench,regular
2397399470,amenity,Bench,regular
2397399471,amenity,Bench,regular
2397399472,amenity,Bench,regular
2397399473,amenity,Bench,regular
2397399474,amenity,Bench,regular
2397399475,amenity,Bench,regular
2397399476,amenity,Bench,regular
2397399477,amenity,Bench,regular
2397399478,amenity,Bench,regular
2397399479,amenity,Bench,regular
2397399480,amenity,Bench,regular
2397399481,amenity,Bench,regular
2397399482,amenity,Bench,regular
2397399483,amenity,Bench,regular
2397399484,amenity,Bench,regular
2397399485,amenity,Bench,regular
2397399486,amenity,Bench,regular
2397399487,amenity,Bench,regular
2397399488,amenity,Bench,regular
2397399489,amenity,Bench,regular
2397399490,amenity,Bench,regular
2397399491,amenity,Bench,regular
2397399492,amenity,Bench,regular
2397399493,amenity,Bench,regular
2397399494,amenity,Bench,regular
2397399495,amenity,Bench,regular
2397399496,amenity,Bench,regular
2397399497,amenity,Bench,regular
2397399498,amenity,Bench,regular
2397399499,amenity,Bench,regular
2397399500,amenity,Bench,regular
2397399501,amenity,Bench,regular
2397399502,amenity,Bench,regular
2397399503,amenity,Bench,regular
2402543454,name,Urban Station Turkey - Maslak,regular
2402543454,wifi,Yes,regular
2402543454,amenity,Cafe,regular
2402543454,website,Http://Turkey.Enjoyurbanstation.Com/,regular
2402543454,street,Square Street,addr
2402543454,postcode,34398,addr
2402543454,housename,Veko Giz Plaza,addr
2402543454,housenumber,85,addr
2406788171,barrier,Lift_Gate,regular
2406788172,source,Local_Knowledge,regular
2406788172,barrier,Lift_Gate,regular
2406788173,barrier,Lift_Gate,regular
2406788645,barrier,Lift_Gate,regular
2407709322,name,Startup Kitchen,regular
2407709322,wifi,Yes,regular
2407709322,phone,(212) 970-0666,regular
2407709322,office,It,regular
2407709322,source,Local_Knowledge,regular
2407709322,website,Http://Startupkitcen.Co,regular
2407709322,alt_name,Tart Internet Teknolojileri Ticaret AŞ,regular
2407709322,city,İstanbul,addr
2407709322,street,Öztopuz Avenue,addr
2407709322,postcode,34340,addr
2407709322,housenumber,28,addr
2431495507,name,Küplüce,regular
2431495507,place,Suburb,regular
2431495507,wikidata,Q4828567,regular
2433809571,name,İETT Saray Durağı‎,regular
2433809571,highway,Bus_Stop,regular
2433809591,name,Kirazlıtepe,regular
2433809591,place,Yes,regular
2435269016,natural,Tree,regular
2435269018,natural,Tree,regular
2435269019,natural,Tree,regular
2435269020,natural,Tree,regular
2435269021,natural,Tree,regular
2435269022,natural,Tree,regular
2435269023,natural,Tree,regular
2435269024,natural,Tree,regular
2435269025,natural,Tree,regular
2435269026,natural,Tree,regular
2435269027,natural,Tree,regular
2435269028,natural,Tree,regular
2435269029,natural,Tree,regular
2435269030,natural,Tree,regular
2435269031,natural,Tree,regular
2435269032,natural,Tree,regular
2435269033,natural,Tree,regular
2435269034,natural,Tree,regular
2435269035,natural,Tree,regular
2435269036,natural,Tree,regular
2435269037,natural,Tree,regular
2435269038,natural,Tree,regular
2435269039,natural,Tree,regular
2435269040,natural,Tree,regular
2435269041,natural,Tree,regular
2435269042,natural,Tree,regular
2435269043,natural,Tree,regular
2435269044,natural,Tree,regular
2435269045,natural,Tree,regular
2435269046,natural,Tree,regular
2435269047,natural,Tree,regular
2435269048,natural,Tree,regular
2435269049,natural,Tree,regular
2435269050,natural,Tree,regular
2435269051,natural,Tree,regular
2435269052,natural,Tree,regular
2435269053,natural,Tree,regular
2435269054,natural,Tree,regular
2435269055,natural,Tree,regular
2435269072,natural,Tree,regular
2435269073,natural,Tree,regular
2435269074,natural,Tree,regular
2435269075,natural,Tree,regular
2435269076,natural,Tree,regular
2435269077,natural,Tree,regular
2435479592,natural,Tree,regular
2435479593,natural,Tree,regular
2435479594,natural,Tree,regular
2435479595,natural,Tree,regular
2435479596,natural,Tree,regular
2435479597,natural,Tree,regular
2435479598,natural,Tree,regular
2435479599,natural,Tree,regular
2435479600,natural,Tree,regular
2436979952,natural,Tree,regular
2436979953,natural,Tree,regular
2436979954,natural,Tree,regular
2447064753,natural,Tree,regular
2447064754,natural,Tree,regular
2447064755,natural,Tree,regular
2447064756,natural,Tree,regular
2453767332,name,İTÜ,regular
2453767332,highway,Bus_Stop,regular
2453767332,operator,İETT,regular
2453767333,name,Maslak,regular
2453767333,highway,Bus_Stop,regular
2453767333,operator,İETT,regular
2453767334,name,İTÜ Rektörlüğü,regular
2453767334,bench,Yes,regular
2453767334,covered,No,regular
2453767334,highway,Bus_Stop,regular
2453767334,shelter,Yes,regular
2453767334,operator,İETT,regular
2459586186,name,Rahman Elektrik,regular
2459586186,shop,Electronics,regular
2470464455,highway,Crossing,regular
2470464485,bus,Yes,regular
2470464485,highway,Bus_Stop,regular
2470464485,name,Zincirlikuyu,regular
2470464485,public_transport,Platform,regular
2470464488,bus,Yes,regular
2470464488,highway,Bus_Stop,regular
2470464488,name,Köprülü Kavşak/Metrobüs,regular
2470464488,public_transport,Platform,regular
2470464570,bus,Yes,regular
2470464570,highway,Bus_Stop,regular
2470464570,name,Köprülü Kavşak/Metrobüs,regular
2470464570,public_transport,Platform,regular
2474577295,source,PGS,regular
2483019578,amenity,Ferry_Terminal,regular
2483019578,name,Kabataş,regular
2483019578,ru,Кабаташ,name
2483577467,atm,Yes,regular
2483577467,name,İTÜ Vakıfbank Bağlı Şube,regular
2483577467,amenity,Bank,regular
2483577467,wheelchair,Yes,regular
2483577467,housename,75. Yıl Öğrenci Merkezi,addr
2483577467,housenumber,Giriş Katı,addr
2483699423,name,Şok,regular
2483699423,shop,Supermarket,regular
2483699423,cigarette,No,regular
2483699423,wheelchair,Yes,regular
2483699423,payment:İstanbulkart,Yes,regular
2486049467,name,BÜ Fen Bilimleri Enstitüsü,regular
2486049467,phone,+902123596634 +902123597067,regular
2486049467,office,Yes,regular
2486049467,opening_hours,09:00-17:30,regular
2531803917,name,Levent,regular
2531803917,railway,Subway_Entrance,regular
2531803919,name,Levent,regular
2531803919,railway,Subway_Entrance,regular
2531803920,name,4. Levent,regular
2531803920,railway,Subway_Entrance,regular
2534917086,name,Bankamatik,regular
2534917086,amenity,Atm,regular
2534917086,operator,İş Bankası,regular
2534917087,name,Mert Fotokopi-Kırtasiye,regular
2534917087,shop,Stationery,regular
2534917087,wheelchair,Yes,regular
2534917095,amenity,Atm,regular
2534917095,operator,Finans Bank,regular
2534917096,amenity,Recycling,regular
2534917096,glass_bottles,Yes,recycling
2534917097,amenity,Telephone,regular
2534917098,amenity,Atm,regular
2534917098,operator,Yapı Kredi Bankası,regular
2562685824,name,Ad-Stop,regular
2562685824,phone,+902123250219,regular
2562685824,office,Advertising_Agency,regular
2562685824,website,Ad-Stop.Com,regular
2562685824,city,Istanbul,addr
2562685824,street,Nisbetiye Cad. Guvercin Street,addr
2562685824,postcode,34330,addr
2562685824,housenumber,11,addr
2564320790,traffic_calming,Bump,regular
2595431594,name,Windowist Helipad,regular
2595431594,aeroway,Helipad,regular
2595434580,name,İTÜ - Ayazağa,regular
2595434580,railway,Subway_Entrance,regular
2595434580,operator,İstanbul Büyük Şehir Belediyesi,regular
2595434580,designation,Metro Exit,regular
2605125806,highway,Bus_Stop,regular
2606047693,name,Saraylar Beldesi Sitesi,regular
2606047693,building,Apartments,regular
2610868933,city,İstanbul,addr
2610868933,postcode,34000,addr
2610868933,street,İbrahim Karaoğlanoğlu Avenue,addr
2610868933,levels,Sex Shop Istanbul,building
2610868933,name,Sex Shop,regular
2610868933,note,"Sex Shop İstanbul, Seks Shop Ürünleri, Erotik Ürünler, Cinsel Sağlık Ürünleri Fantezi Erotik Giyim Fetiş Ürünleri Gizli Kargo Imkanıyla.",regular
2610868933,phone,0850 304 64 90,regular
2610868933,shop,Erotic,regular
2610868933,source,Nokta Sex Shop,regular
2610868933,website,Https://Www.Noktashop.Com.Tr,regular
2610868933,wikidata,Q221618,regular
2610868933,wikipedia,En:Sex Shop,regular
2668451448,name,Internetq,regular
2668451448,phone,+90 (212) 319 38 10,regular
2668451448,office,Company,regular
2668451448,website,Http://Www.Internetq.Com/,regular
2668451448,city,Istanbul,addr
2668451448,street,Galata Deresi Avenue,addr
2668451448,postcode,34394,addr
2668451448,housename,"D Blok, Kat: 4",addr
2668451448,bitcoin,Yes,payment
2674610185,name,World Organizasyon,regular
2674610185,phone,+90 537 572 83 53,regular
2674610185,website,Http://Worldorganizasyon.Com,regular
2696287466,name,Dārzs,regular
2696287466,tourism,Attraction,regular
2696287468,name,Dārzs,regular
2696287468,tourism,Attraction,regular
2696287470,name,Pulksteņa Muzejs,regular
2696287470,tourism,Attraction,regular
2696287473,name,Stikla Kiosks,regular
2696287473,tourism,Attraction,regular
2696287479,entrance,Yes,regular
2701134530,highway,Crossing,regular
2702362608,name,Deep Store,regular
2702362608,amenity,Cafe,regular
2702362890,name,Yağmur Kahvalti,regular
2702362890,amenity,Cafe,regular
2702363261,name,Bikahvalti,regular
2702363261,amenity,Cafe,regular
2703803192,highway,Crossing,regular
2703803196,highway,Crossing,regular
2703909021,name,Tikle - Artı Teknoloji,regular
2703909021,office,Company,regular
2703909021,city,Istanbul,addr
2703909021,street,İstinye Bayırı Avenue,addr
2766607498,name,4. Levent,regular
2766607498,railway,Subway_Entrance,regular
2766607500,name,House 13,regular
2766607503,name,Captain,regular
2766607503,amenity,Restaurant,regular
2766607505,name,Cafe Levent,regular
2766607505,price,TRY 15,regular
2766607505,amenity,Restaurant,regular
2766607505,cuisine,Köfte,regular
2766607506,name,1972 Cevre,regular
2766607506,amenity,Restaurant,regular
2766607509,name,On1 Bistro,regular
2766607509,amenity,Restaurant,regular
2766607511,name,Sefik,regular
2766607511,amenity,Restaurant,regular
2766607511,cuisine,Köfte,regular
2766607513,name,Tavola,regular
2766607513,amenity,Restaurant,regular
2766607520,name,Yücel Simit,regular
2766607520,amenity,Restaurant,regular
2766607523,name,Sehr-I Simit,regular
2766607523,amenity,Restaurant,regular
2766607525,name,Arka Bahcemiz,regular
2766607525,amenity,Restaurant,regular
2766607530,name,4. Levent,regular
2766607530,railway,Subway_Entrance,regular
2769189943,amenity,Toilets,regular
2773225752,name,Ulus 29,regular
2773225752,note,Amazing View Over Bosperus,regular
2773225752,phone,+90 212 358 29 29,regular
2773225752,amenity,Restaurant,regular
2773225752,cuisine,Regional,regular
2773225752,smoking,No,regular
2773225752,website,Http://Www.Group-29.Com/,regular
2773225752,street,Ahmet Adnan Saygun Avenue,addr
2773225752,email,Rezervasyon.29@Ulus29.Com,contact
2773225752,opening_hours,"18:30+ ""Dinner""; Mo-Fr 12:00-15:00 ""Lunch""",regular
2773225752,housenumber,71,addr
2773225766,name,The House Cafe,regular
2773225766,amenity,Restaurant,regular
2773225766,wheelchair,Limited,regular
2773225796,name,Egypt Embassy,regular
2773225796,amenity,Embassy,regular
2773225796,country,EG,regular
2773225811,name,Taps Bebek,regular
2773225811,amenity,Bar,regular
2773225859,name,Iskele,regular
2773225859,amenity,Restaurant,regular
2773225859,cuisine,Seafood,regular
2773225874,name,Angel Blue,regular
2773225874,amenity,Restaurant,regular
2773225874,cuisine,Seafood,regular
2773226212,name,Laduree,regular
2773226212,amenity,Cafe,regular
2777293148,name,4. Levent,regular
2777293148,railway,Subway_Entrance,regular
2778968228,name,Fleetcorp Filo Kiralama,regular
2778968228,phone,02123620656,regular
2778968228,office,Company,regular
2778968228,en,Fleetcorp Fleet Leasing,name
2778968228,website,Http://Www.Fleetcorp.Com.Tr/,regular
2778968228,city,İstanbul,addr
2778968228,street,Tanburi Ali Efendi Street,addr
2778968228,country,TR,addr
2778968228,housenumber,13,addr
2803794244,phone,+90 212 282 63 99,regular
2803794244,office,It,regular
2803794244,website,Http://Www.Erokom.Com.Tr/,regular
2803794244,city,İSTANBUL,addr
2803794244,wheelchair,Yes,regular
2803794244,street,Lale Street,addr
2803794244,postcode,34416,addr
2803794244,opening_hours,09:00-18:00,regular
2803794244,housenumber,5/5A,addr
2828511751,name,Burhaniye Durağı,regular
2828511751,highway,Bus_Stop,regular
2828513320,name,Mini Market,regular
2828513320,shop,Convenience,regular
2829302469,name,Talat Paşa Durağı,regular
2829302469,highway,Bus_Stop,regular
2829302470,name,Nuribey Durağı,regular
2829302470,highway,Bus_Stop,regular
2847091111,name,Maçka,regular
2847091111,aerialway,Station,regular
2852095435,name,JAPONYA BAŞKONSOLOSLUĞU,regular
2852095435,phone,+90-212-317-4600,regular
2852095435,amenity,Embassy,regular
2852095435,country,JP,regular
2852095435,en,Consulate-General Of Japan In Istanbul,name
2852095435,ja,在イスタンブール日本国総領事館,name
2852095435,website,Http://Www.Istanbul.Tr.Emb-Japan.Go.Jp/Index.Html,regular
2852095435,diplomatic,Consulate_General,regular
2869851326,name,İstanbul Cerrahi Hastanesi,regular
2869851326,amenity,Hospital,regular
2869851326,emergency,No,regular
2869851327,amenity,Hospital,regular
2869851327,emergency,Yes,regular
2869851327,name,Fulya Acıbadem Hastanesi,regular
2869851327,de,Acibadem-Krankenhaus Fulya,name
2869851327,en,Fulya Acibadem Hospital,name
2869851327,operator,Acıbadem Sağlık Grubu,regular
2869851327,wikidata,Q4678044,regular
2869851327,wikipedia,En:Acıbadem,regular
2895014424,is_in,Turkey,regular
2895014424,name,İstanbul,regular
2895014424,en,Istanbul,name
2895014424,ru,Стамбул,name
2895014424,tr,İstanbul,name
2895014424,uk,Стамбул,name
2895014424,place,Province,regular
2895014424,ref,34,regular
2895014424,wikidata,Q406,regular
2895014424,wikipedia,Tr:İstanbul (Il),regular
2901958260,name,GIZIA Toptanci Magazasi,regular
2901958260,shop,Department_Store,regular
2901958260,brand,GIZIA,regular
2901958260,website,Http://Www.Giziamoda.Com/,regular
2901959399,name,Mi'Arte & Neri Hazir Giyim,regular
2901959399,shop,Clothes,regular
2901974598,name,Ücler,regular
2901974598,shop,Supermarket,regular
2901974598,operator,Ücler,regular
2901974598,opening_hours,09:00-21:00,regular
2938597461,amenity,Place_Of_Worship,regular
2938597461,religion,Muslim,regular
2938604202,name,Lucca,regular
2938604202,amenity,Bar,regular
2938605884,name,Osmanli Nargile,regular
